ymd,area_1,area_2,天気概況（昼：06時～18時）品質情報,天気概況（昼：06時～18時）均質番号,天気概況（昼：06時～18時）計測値,平均気温（℃）品質情報,平均気温（℃）均質番号,平均気温（℃）計測値,最低気温（℃）品質情報,最低気温（℃）均質番号,最低気温（℃）計測値,最深積雪（cm）品質情報,最深積雪（cm）均質番号,最深積雪（cm）現象なし情報,最深積雪（cm）計測値,最高気温（℃）品質情報,最高気温（℃）均質番号,最高気温（℃）計測値,降水量の合計（mm）品質情報,降水量の合計（mm）均質番号,降水量の合計（mm）現象なし情報,降水量の合計（mm）計測値
2022/2/10,石狩,札幌,8,1,晴,8,1,-4.3,8,1,-8.5,8,1,0,102,8,1,0.0,8,1,1,0
2022/2/10,大阪,大阪,8,1,曇時々雨後晴,8,1,6.1,8,1,4.5,8,1,1,0,8,1,7.8,8,1,0,0.0
2022/2/10,熊本,南阿蘇,0,1,,8,1,5.1,8,1,2.9,8,1,,0,8,1,9.1,8,1,,2.0
2022/2/10,沖縄,那覇,8,1,曇一時雨,8,1,17.3,8,1,16.0,8,1,1,0,8,1,19.1,8,1,0,1.0
2022/2/11,東京,東京,8,1,晴一時曇,8,1,4.1,8,1,0.7,8,1,0,2,8,1,9.2,8,1,0,2.5
2022/2/11,石狩,札幌,8,1,晴,8,1,-3.2,8,1,-8.5,8,1,0,98,8,1,0.5,8,1,0,0.0
2022/2/11,大阪,大阪,8,1,晴,8,1,6.9,8,1,1.9,8,1,1,0,8,1,11.9,8,1,1,0
2022/2/11,熊本,南阿蘇,0,1,,8,1,4.1,8,1,-2.8,8,1,,0,8,1,10.2,8,1,,0.0
2022/2/11,沖縄,那覇,8,1,晴,8,1,17.9,8,1,14.8,8,1,1,0,8,1,20.8,8,1,1,0
2022/2/12,東京,東京,8,1,薄曇後時々晴,8,1,4.7,8,1,0.2,8,1,1,0,8,1,9.9,8,1,1,0
2022/2/12,石狩,札幌,8,1,晴一時薄曇,8,1,-2.5,8,1,-6.8,8,1,0,95,8,1,1.1,8,1,0,0.0
2022/2/12,大阪,大阪,8,1,薄曇後一時晴,8,1,7.1,8,1,2.2,8,1,1,0,8,1,13.3,8,1,1,0
2022/2/12,熊本,南阿蘇,0,1,,8,1,4.8,8,1,-0.2,8,1,,0,8,1,8.9,8,1,,0.0
2022/2/12,沖縄,那覇,8,1,曇一時雨,8,1,20.7,8,1,18.6,8,1,1,0,8,1,23.5,8,1,0,4.5
2022/2/13,東京,東京,8,1,曇後雨,8,1,3.1,8,1,0.8,8,1,1,0,8,1,5.0,8,1,0,22.5
2022/2/13,石狩,札幌,8,1,晴,8,1,-1.0,8,1,-3.9,8,1,0,99,8,1,1.5,8,1,0,1.0
2022/2/13,大阪,大阪,8,1,曇後雨,8,1,4.8,8,1,3.7,8,1,1,0,8,1,7.1,8,1,0,8.0
2022/2/13,熊本,南阿蘇,0,1,,8,1,6.4,8,1,5.0,8,1,,0,8,1,8.0,8,1,,11.0
2022/2/13,沖縄,那覇,8,1,曇時々雨一時晴,8,1,20.6,8,1,18.5,8,1,1,0,8,1,23.1,8,1,0,23.0
2022/2/14,東京,東京,8,1,曇後一時晴,8,1,3.9,8,1,0.8,8,1,1,0,8,1,8.0,8,1,0,3.5
2022/2/14,石狩,札幌,8,1,雪時々曇後晴,8,1,-2.0,8,1,-5.3,8,1,0,93,8,1,0.9,8,1,0,0.5
2022/2/14,大阪,大阪,8,1,曇後晴,8,1,7.0,8,1,4.1,8,1,1,0,8,1,11.5,8,1,1,0
2022/2/14,熊本,南阿蘇,0,1,,8,1,6.2,8,1,-0.1,8,1,,0,8,1,12.6,8,1,,0.5
2022/2/14,沖縄,那覇,8,1,雨後一時曇,8,1,17.7,8,1,16.1,8,1,1,0,8,1,18.8,8,1,0,11.5
2022/2/15,東京,東京,8,1,晴時々曇,8,1,5.5,8,1,1.1,8,1,1,0,8,1,11.6,8,1,1,0
2022/2/15,石狩,札幌,8,1,曇時々雪,8,1,-4.1,8,1,-8.2,8,1,0,90,8,1,0.2,8,1,0,0.5
2022/2/15,大阪,大阪,8,1,曇時々晴,8,1,7.4,8,1,1.9,8,1,1,0,8,1,12.6,8,1,0,0.0
2022/2/15,熊本,南阿蘇,0,1,,8,1,3.6,8,1,-1.8,8,1,,0,8,1,7.9,8,1,,0.0
2022/2/15,沖縄,那覇,8,1,晴,8,1,17.9,8,1,14.6,8,1,1,0,8,1,20.8,8,1,0,0.0
2022/2/16,東京,東京,8,1,晴,8,1,6.0,8,1,1.3,8,1,1,0,8,1,11.8,8,1,0,0.0
2022/2/16,石狩,札幌,8,1,雪後晴,8,1,-2.3,8,1,-5.2,8,1,0,94,8,1,2.0,8,1,0,3.0
2022/2/16,大阪,大阪,8,1,晴一時雪,8,1,4.8,8,1,2.0,8,1,1,0,8,1,7.5,8,1,0,0.0
2022/2/16,熊本,南阿蘇,0,1,,8,1,0.5,8,1,-0.9,8,1,,0,8,1,2.3,8,1,,0.0
2022/2/16,沖縄,那覇,8,1,曇一時雨,8,1,16.2,8,1,14.1,8,1,1,0,8,1,18.7,8,1,0,0.0
2022/2/17,東京,東京,8,1,晴,8,1,4.6,8,1,0.5,8,1,1,0,8,1,9.7,8,1,1,0
2022/2/17,石狩,札幌,8,1,晴一時雪,8,1,-1.8,8,1,-4.1,8,1,0,90,8,1,1.2,8,1,0,1.5
2022/2/17,大阪,大阪,8,1,晴,8,1,2.7,8,1,0.2,8,1,1,0,8,1,6.3,8,1,1,0
2022/2/17,熊本,南阿蘇,0,1,,8,1,-1.6,8,1,-4.0,8,1,,0,8,1,2.2,8,1,,0.0
2022/2/17,沖縄,那覇,8,1,雨一時曇,8,1,13.9,8,1,12.2,8,1,1,0,5,1,15.8,5,1,0,5.0
2022/2/18,東京,東京,8,1,快晴,8,1,5.7,8,1,-0.2,8,1,1,0,8,1,11.4,8,1,1,0
2022/2/18,石狩,札幌,8,1,晴時々曇後一時雪,8,1,-2.9,8,1,-5.9,8,1,0,92,8,1,-0.1,8,1,0,2.0
2022/2/18,大阪,大阪,8,1,曇時々晴,8,1,4.6,8,1,2.1,8,1,1,0,8,1,8.7,8,1,0,0.0
2022/2/18,熊本,南阿蘇,0,1,,8,1,2.2,8,1,-3.7,8,1,,0,8,1,8.4,8,1,,0.0
2022/2/18,沖縄,那覇,8,1,雨一時曇,8,1,15.2,8,1,12.6,8,1,1,0,8,1,17.0,8,1,0,15.5
2022/2/19,東京,東京,8,1,曇後一時雨,8,1,5.0,8,1,1.5,8,1,1,0,8,1,8.9,8,1,0,6.5
2022/2/19,石狩,札幌,8,1,曇,8,1,-1.8,8,1,-7.2,8,1,0,91,8,1,2.1,8,1,0,1.0
2022/2/19,大阪,大阪,8,1,曇後雨,8,1,4.9,8,1,1.7,8,1,1,0,8,1,8.6,8,1,0,8.0
2022/2/19,熊本,南阿蘇,0,1,,8,1,5.1,8,1,2.6,8,1,,0,8,1,8.2,8,1,,7.0
2022/2/19,沖縄,那覇,8,1,曇後時々雨,8,1,18.4,8,1,16.5,8,1,1,0,8,1,21.1,8,1,0,5.5
2022/2/20,東京,東京,8,1,曇時々雨,8,1,5.9,8,1,2.4,8,1,1,0,8,1,10.0,8,1,0,9.0
2022/2/20,石狩,札幌,8,1,雪時々曇一時晴、あられを伴う,8,1,-0.6,8,1,-4.0,8,1,0,95,8,1,2.6,8,1,0,9.0
2022/2/20,大阪,大阪,8,1,晴時々曇,8,1,5.6,8,1,1.9,8,1,1,0,8,1,11.0,8,1,0,0.5
2022/2/20,熊本,南阿蘇,0,1,,8,1,0.5,8,1,-3.5,8,1,,0,8,1,4.3,8,1,,0.5
2022/2/20,沖縄,那覇,8,1,雨時々曇,8,1,14.4,8,1,13.1,8,1,1,0,8,1,17.1,8,1,0,0.0
2022/2/21,東京,東京,8,1,快晴,8,1,4.1,8,1,1.2,8,1,1,0,8,1,8.7,8,1,1,0
2022/2/21,石狩,札幌,8,1,雪、大風を伴う,8,1,-2.3,8,1,-4.0,8,1,0,115,8,1,0.3,8,1,0,21.0
2022/2/21,大阪,大阪,8,1,晴一時曇,8,1,3.7,8,1,1.0,8,1,1,0,8,1,7.6,8,1,0,0.0
2022/2/21,熊本,南阿蘇,0,1,,8,1,-0.5,8,1,-4.0,8,1,,0,8,1,4.2,8,1,,0.0
2022/2/21,沖縄,那覇,8,1,曇時々雨,8,1,14.4,8,1,13.1,8,1,1,0,8,1,16.4,8,1,0,0.0
2022/2/22,東京,東京,8,1,晴,8,1,4.4,8,1,-0.5,8,1,1,0,8,1,10.0,8,1,1,0
2022/2/22,石狩,札幌,8,1,雪、あられを伴う,8,1,-2.4,8,1,-3.6,8,1,0,124,8,1,-0.9,8,1,0,19.5
2022/2/22,大阪,大阪,8,1,晴後時々曇一時雪,8,1,4.4,8,1,2.0,8,1,1,0,8,1,9.0,8,1,0,0.0
2022/2/22,熊本,南阿蘇,0,1,,8,1,1.8,8,1,-3.4,8,1,,0,8,1,5.9,8,1,,0.0
2022/2/22,沖縄,那覇,8,1,曇一時雨,8,1,15.4,8,1,13.8,8,1,1,0,8,1,16.6,8,1,0,0.0
2022/2/23,東京,東京,8,1,晴,8,1,4.4,8,1,0.1,8,1,1,0,8,1,10.3,8,1,1,0
2022/2/23,石狩,札幌,8,1,雪一時晴、あられを伴う,8,1,-2.5,8,1,-4.0,8,1,0,129,8,1,-0.2,8,1,0,7.0
2022/2/23,大阪,大阪,8,1,曇時々晴後時々雪,8,1,3.4,8,1,-0.2,8,1,1,0,8,1,7.6,8,1,0,0.0
2022/2/23,熊本,南阿蘇,0,1,,8,1,1.0,8,1,-2.0,8,1,,0,8,1,4.6,8,1,,0.0
2022/2/23,沖縄,那覇,8,1,大雨,8,1,16.0,8,1,14.0,8,1,1,0,8,1,18.3,8,1,0,46.5
2022/2/24,東京,東京,8,1,晴一時曇,8,1,4.8,8,1,1.7,8,1,1,0,8,1,10.1,8,1,1,0
2022/2/24,石狩,札幌,8,1,晴時々曇,8,1,-1.5,8,1,-4.1,8,1,0,124,8,1,1.6,8,1,0,0.0
2022/2/24,大阪,大阪,8,1,晴,8,1,3.8,8,1,0.5,8,1,1,0,8,1,8.0,8,1,1,0
2022/2/24,熊本,南阿蘇,0,1,,8,1,0.5,8,1,-5.0,8,1,,0,8,1,6.5,8,1,,0.0
2022/2/24,沖縄,那覇,8,1,曇,8,1,15.4,8,1,14.3,8,1,1,0,8,1,18.1,8,1,0,2.5
2022/2/25,東京,東京,8,1,快晴,8,1,6.5,8,1,-0.1,8,1,1,0,8,1,13.4,8,1,1,0
2022/2/25,石狩,札幌,8,1,曇後雪,8,1,0.4,8,1,-2.3,8,1,0,118,8,1,1.9,8,1,0,0.0
2022/2/25,大阪,大阪,8,1,晴,8,1,5.1,8,1,-0.5,8,1,1,0,8,1,9.5,8,1,1,0
2022/2/25,熊本,南阿蘇,0,1,,8,1,1.6,8,1,-3.9,8,1,,0,8,1,8.4,8,1,,0.0
2022/2/25,沖縄,那覇,8,1,晴時々曇,8,1,15.7,8,1,13.3,8,1,1,0,8,1,19.0,8,1,1,0
2022/2/26,東京,東京,8,1,晴,8,1,8.6,8,1,3.0,8,1,1,0,8,1,14.7,8,1,1,0
2022/2/26,石狩,札幌,8,1,曇時々晴,8,1,3.9,8,1,-2.2,8,1,0,113,8,1,8.0,8,1,0,0.0
2022/2/26,大阪,大阪,8,1,快晴,8,1,7.3,8,1,2.3,8,1,1,0,8,1,12.5,8,1,1,0
2022/2/26,熊本,南阿蘇,0,1,,8,1,2.9,8,1,-5.7,8,1,,0,8,1,11.3,8,1,,0.0
2022/2/26,沖縄,那覇,8,1,曇時々晴,8,1,18.4,8,1,14.1,8,1,1,0,8,1,21.4,8,1,1,0
2022/2/27,東京,東京,8,1,快晴,8,1,9.5,8,1,3.2,8,1,1,0,8,1,18.5,8,1,1,0
2022/2/27,石狩,札幌,8,1,雪時々曇,8,1,1.5,8,1,-1.6,8,1,0,107,8,1,4.5,8,1,0,0.5
2022/2/27,大阪,大阪,8,1,晴一時曇,8,1,8.9,8,1,4.6,8,1,1,0,8,1,13.1,8,1,0,0.0
2022/2/27,熊本,南阿蘇,0,1,,8,1,7.1,8,1,-1.6,8,1,,0,8,1,13.0,8,1,,0.0
2022/2/27,沖縄,那覇,8,1,晴一時曇,8,1,18.9,8,1,16.9,8,1,1,0,8,1,21.0,8,1,0,3.0
2022/2/28,東京,東京,8,1,晴後時々曇,8,1,9.8,8,1,4.5,8,1,1,0,8,1,15.9,8,1,1,0
2022/2/28,石狩,札幌,8,1,雪時々曇一時晴,8,1,-0.4,8,1,-2.5,8,1,0,109,8,1,2.1,8,1,0,3.5
2022/2/28,大阪,大阪,8,1,晴後一時薄曇,8,1,8.6,8,1,2.5,8,1,1,0,8,1,14.6,8,1,1,0
2022/2/28,熊本,南阿蘇,0,1,,8,1,5.1,8,1,-4.9,8,1,,0,8,1,14.6,8,1,,0.0
2022/2/28,沖縄,那覇,8,1,晴時々曇,8,1,20.2,8,1,15.6,8,1,1,0,8,1,24.3,8,1,0,0.0
2022/3/1,東京,東京,8,1,薄曇後一時晴,8,1,11.0,8,1,4.9,8,1,1,0,8,1,18.3,8,1,0,0.0
2022/3/1,石狩,札幌,8,1,曇後雪,8,1,0.5,8,1,-2.0,8,1,0,105,8,1,4.2,8,1,0,2.5
2022/3/1,大阪,大阪,8,1,曇後雨,8,1,7.1,8,1,4.8,8,1,1,0,8,1,8.9,8,1,0,14.5
2022/3/1,熊本,南阿蘇,0,1,,8,1,8.3,8,1,1.7,8,1,,0,8,1,14.9,8,1,,9.5
2022/3/1,沖縄,那覇,8,1,晴,8,1,21.7,8,1,19.6,8,1,1,0,8,1,24.6,8,1,0,0.0
2022/3/2,東京,東京,8,1,曇時々晴,8,1,11.2,8,1,7.2,8,1,1,0,8,1,16.3,8,1,0,4.0
2022/3/2,石狩,札幌,8,1,晴時々曇一時雪,8,1,0.0,8,1,-3.5,8,1,0,104,8,1,2.7,8,1,0,0.0
2022/3/2,大阪,大阪,8,1,曇時々晴一時雨,8,1,9.8,8,1,7.0,8,1,1,0,8,1,13.9,8,1,0,0.0
2022/3/2,熊本,南阿蘇,0,1,,8,1,7.8,8,1,3.5,8,1,,0,8,1,11.2,8,1,,0.0
2022/3/2,沖縄,那覇,8,1,雨時々曇,8,1,18.8,8,1,16.5,8,1,1,0,8,1,21.5,8,1,0,1.5
2022/3/3,東京,東京,8,1,晴一時曇,8,1,9.5,8,1,4.7,8,1,1,0,8,1,15.0,8,1,0,0.0
2022/3/3,石狩,札幌,8,1,雪時々曇一時晴,8,1,-0.7,8,1,-2.7,8,1,0,108,8,1,1.8,8,1,0,4.0
2022/3/3,大阪,大阪,8,1,晴後一時雨,8,1,9.2,8,1,5.9,8,1,1,0,8,1,12.5,8,1,0,0.0
2022/3/3,熊本,南阿蘇,0,1,,8,1,5.3,8,1,-0.7,8,1,,0,8,1,10.7,8,1,,0.0
2022/3/3,沖縄,那覇,8,1,晴,8,1,17.8,8,1,14.9,8,1,1,0,8,1,20.3,8,1,1,0
2022/3/4,東京,東京,8,1,薄曇時々晴,8,1,8.1,8,1,4.7,8,1,1,0,8,1,12.2,8,1,1,0
2022/3/4,石狩,札幌,8,1,晴,8,1,0.6,8,1,-3.2,8,1,0,107,8,1,4.0,8,1,1,0
2022/3/4,大阪,大阪,8,1,曇一時晴,8,1,8.3,8,1,3.6,8,1,1,0,8,1,12.7,8,1,1,0
2022/3/4,熊本,南阿蘇,0,1,,8,1,3.5,8,1,-2.9,8,1,,0,8,1,10.7,8,1,,0.0
2022/3/4,沖縄,那覇,8,1,曇時々晴後一時雨,8,1,20.4,8,1,16.4,8,1,1,0,8,1,24.0,8,1,0,1.0
2022/3/5,東京,東京,8,1,快晴,8,1,11.2,8,1,4.3,8,1,1,0,8,1,17.9,8,1,1,0
2022/3/5,石狩,札幌,8,1,曇後雪,8,1,0.9,8,1,-2.2,8,1,0,101,8,1,3.1,8,1,0,4.5
2022/3/5,大阪,大阪,8,1,晴,8,1,10.3,8,1,4.5,8,1,1,0,8,1,16.8,8,1,1,0
2022/3/5,熊本,南阿蘇,0,1,,8,1,7.5,8,1,-1.3,8,1,,0,8,1,14.5,8,1,,0.0
2022/3/5,沖縄,那覇,8,1,晴時々曇,8,1,21.1,8,1,19.7,8,1,1,0,8,1,23.4,8,1,1,0
2022/3/6,東京,東京,8,1,晴後一時曇,8,1,8.1,8,1,4.6,8,1,1,0,8,1,13.9,8,1,1,0
2022/3/6,石狩,札幌,8,1,晴後一時曇,8,1,0.9,8,1,-2.6,8,1,0,100,8,1,3.8,8,1,0,0.5
2022/3/6,大阪,大阪,8,1,晴一時雨,8,1,6.4,8,1,4.1,8,1,1,0,8,1,10.3,8,1,0,0.0
2022/3/6,熊本,南阿蘇,0,1,,8,1,4.1,8,1,-2.5,8,1,,0,8,1,10.1,8,1,,0.0
2022/3/6,沖縄,那覇,8,1,晴一時曇,8,1,18.4,8,1,16.3,8,1,1,0,8,1,19.8,8,1,1,0
2022/3/7,東京,東京,8,1,晴後薄曇,8,1,8.3,8,1,3.9,8,1,1,0,8,1,14.2,8,1,1,0
2022/3/7,石狩,札幌,8,1,曇後時々雪、あられを伴う,8,1,1.3,8,1,-0.7,8,1,0,97,8,1,3.4,8,1,0,0.0
2022/3/7,大阪,大阪,8,1,曇,8,1,6.2,8,1,3.7,8,1,1,0,8,1,10.1,8,1,0,0.0
2022/3/7,熊本,南阿蘇,0,1,,8,1,3.6,8,1,-3.2,8,1,,0,8,1,11.5,8,1,,0.0
2022/3/7,沖縄,那覇,8,1,雨時々曇,8,1,15.7,8,1,14.4,8,1,1,0,8,1,18.0,8,1,0,24.5
2022/3/8,東京,東京,8,1,雨後曇,8,1,6.3,8,1,4.1,8,1,1,0,8,1,8.0,8,1,0,0.5
2022/3/8,石狩,札幌,8,1,曇時々雪後一時晴,8,1,1.3,8,1,-0.9,8,1,0,96,8,1,3.4,8,1,0,1.0
2022/3/8,大阪,大阪,8,1,晴,8,1,6.9,8,1,1.7,8,1,1,0,8,1,12.7,8,1,1,0
2022/3/8,熊本,南阿蘇,0,1,,8,1,4.3,8,1,-3.8,8,1,,0,8,1,13.2,8,1,,0.0
2022/3/8,沖縄,那覇,8,1,晴,8,1,17.2,8,1,14.7,8,1,1,0,8,1,20.1,8,1,0,1.0
2022/3/9,東京,東京,8,1,晴後薄曇,8,1,7.9,8,1,2.6,8,1,1,0,8,1,13.6,8,1,1,0
2022/3/9,石狩,札幌,8,1,晴一時曇,8,1,1.3,8,1,-2.4,8,1,0,94,8,1,4.7,8,1,1,0
2022/3/9,大阪,大阪,8,1,薄曇後晴,8,1,8.4,8,1,3.3,8,1,1,0,8,1,14.1,8,1,1,0
2022/3/9,熊本,南阿蘇,0,1,,8,1,5.5,8,1,-2.7,8,1,,0,8,1,14.5,8,1,,0.0
2022/3/9,沖縄,那覇,8,1,快晴,8,1,17.7,8,1,13.6,8,1,1,0,8,1,20.7,8,1,1,0
2022/3/10,東京,東京,8,1,晴時々薄曇,8,1,9.0,8,1,3.7,8,1,1,0,8,1,14.3,8,1,1,0
2022/3/10,石狩,札幌,8,1,快晴,8,1,3.1,8,1,-2.7,8,1,0,91,8,1,8.1,8,1,1,0
2022/3/10,大阪,大阪,8,1,晴,8,1,10.2,8,1,4.3,8,1,1,0,8,1,17.0,8,1,1,0
2022/3/10,熊本,南阿蘇,0,1,,8,1,6.3,8,1,-2.7,8,1,,0,8,1,15.7,8,1,,0.0
2022/3/10,沖縄,那覇,8,1,晴,8,1,18.7,8,1,14.0,8,1,1,0,8,1,21.9,8,1,1,0
2022/3/11,東京,東京,8,1,晴後一時薄曇,8,1,12.0,8,1,5.2,8,1,1,0,8,1,18.7,8,1,1,0
2022/3/11,石狩,札幌,8,1,曇一時雨,8,1,4.1,8,1,1.0,8,1,0,86,8,1,6.2,8,1,0,0.5
2022/3/11,大阪,大阪,8,1,薄曇,8,1,12.0,8,1,6.1,8,1,1,0,8,1,18.1,8,1,1,0
2022/3/11,熊本,南阿蘇,0,1,,8,1,10.0,8,1,3.1,8,1,,0,8,1,18.1,8,1,,0.0
2022/3/11,沖縄,那覇,8,1,曇,8,1,20.3,8,1,19.0,8,1,1,0,8,1,23.3,8,1,1,0
2022/3/12,東京,東京,8,1,晴,8,1,14.6,8,1,7.8,8,1,1,0,8,1,21.8,8,1,1,0
2022/3/12,石狩,札幌,8,1,曇時々雨後晴、あられを伴う,8,1,3.1,8,1,0.3,8,1,0,82,8,1,4.8,8,1,0,5.0
2022/3/12,大阪,大阪,8,1,晴,8,1,15.6,8,1,10.8,8,1,1,0,8,1,20.2,8,1,1,0
2022/3/12,熊本,南阿蘇,0,1,,8,1,13.6,8,1,6.2,8,1,,0,8,1,21.0,8,1,,0.0
2022/3/12,沖縄,那覇,8,1,晴,8,1,19.9,8,1,16.1,8,1,1,0,8,1,23.1,8,1,1,0
2022/3/13,東京,東京,8,1,薄曇,8,1,14.7,8,1,8.7,8,1,1,0,8,1,19.5,8,1,1,0
2022/3/13,石狩,札幌,8,1,晴時々曇,8,1,2.6,8,1,-0.7,8,1,0,81,8,1,6.9,8,1,1,0
2022/3/13,大阪,大阪,8,1,曇,8,1,16.7,8,1,12.0,8,1,1,0,8,1,21.5,8,1,0,0.0
2022/3/13,熊本,南阿蘇,0,1,,8,1,14.1,8,1,6.2,8,1,,0,8,1,20.6,8,1,,2.0
2022/3/13,沖縄,那覇,8,1,晴,8,1,21.7,8,1,17.9,8,1,1,0,8,1,25.7,8,1,0,0.0
2022/3/14,東京,東京,8,1,晴一時雨,8,1,16.4,8,1,7.8,8,1,1,0,8,1,24.1,8,1,0,1.0
2022/3/14,石狩,札幌,8,1,曇後晴,8,1,3.8,8,1,1.4,8,1,0,76,8,1,6.7,8,1,1,0
2022/3/14,大阪,大阪,8,1,曇後晴,8,1,17.6,8,1,14.4,8,1,1,0,8,1,22.2,8,1,0,14.0
2022/3/14,熊本,南阿蘇,0,1,,8,1,17.8,8,1,15.0,8,1,,0,8,1,21.2,8,1,,1.0
2022/3/14,沖縄,那覇,8,1,曇時々晴,8,1,21.7,8,1,19.0,8,1,1,0,8,1,24.7,8,1,0,0.0
2022/3/15,東京,東京,8,1,曇後晴,8,1,12.7,8,1,7.2,8,1,1,0,8,1,20.3,8,1,0,0.0
2022/3/15,石狩,札幌,8,1,雪,8,1,1.1,8,1,0.3,8,1,0,79,8,1,2.5,5,1,0,14.5
2022/3/15,大阪,大阪,8,1,晴,8,1,16.7,8,1,10.7,8,1,1,0,8,1,22.0,8,1,0,0.0
2022/3/15,熊本,南阿蘇,0,1,,8,1,14.8,8,1,5.9,8,1,,0,8,1,21.0,8,1,,6.0
2022/3/15,沖縄,那覇,8,1,曇時々晴,8,1,21.3,8,1,18.0,8,1,1,0,8,1,24.2,8,1,1,0
2022/3/16,東京,東京,8,1,曇後晴,8,1,14.1,8,1,9.5,8,1,1,0,8,1,20.3,8,1,1,0
2022/3/16,石狩,札幌,8,1,曇後時々雨,8,1,2.8,8,1,0.3,8,1,0,77,8,1,6.6,8,1,0,0.0
2022/3/16,大阪,大阪,8,1,晴後一時薄曇,8,1,15.0,8,1,9.0,8,1,1,0,8,1,21.1,8,1,1,0
2022/3/16,熊本,南阿蘇,0,1,,8,1,12.1,8,1,2.3,8,1,,0,8,1,23.5,8,1,,0.0
2022/3/16,沖縄,那覇,8,1,晴,8,1,22.1,8,1,18.2,8,1,1,0,8,1,26.1,8,1,1,0
2022/3/17,東京,東京,8,1,曇一時晴,8,1,14.1,8,1,8.3,8,1,1,0,8,1,21.0,8,1,0,0.0
2022/3/17,石狩,札幌,8,1,曇一時雨後雪、みぞれを伴う,8,1,1.6,8,1,-0.7,8,1,0,74,8,1,4.3,8,1,0,6.5
2022/3/17,大阪,大阪,8,1,曇一時晴,8,1,13.5,8,1,10.4,8,1,1,0,8,1,18.6,8,1,1,0
2022/3/17,熊本,南阿蘇,0,1,,8,1,12.9,8,1,3.4,8,1,,0,8,1,22.4,8,1,,0.0
2022/3/17,沖縄,那覇,8,1,曇,8,1,22.5,8,1,21.0,8,1,1,0,8,1,25.1,8,1,0,8.0
2022/3/18,東京,東京,8,1,雨時々曇,8,1,5.2,8,1,3.8,8,1,1,0,8,1,10.3,8,1,0,48.0
2022/3/18,石狩,札幌,8,1,晴後曇,8,1,0.9,8,1,-2.6,8,1,0,73,8,1,4.2,8,1,0,0.0
2022/3/18,大阪,大阪,8,1,大雨,8,1,10.5,8,1,8.5,8,1,1,0,8,1,12.2,8,1,0,32.0
2022/3/18,熊本,南阿蘇,0,1,,8,1,10.5,8,1,8.2,8,1,,0,8,1,13.7,8,1,,27.5
2022/3/18,沖縄,那覇,8,1,曇時々雨、雷を伴う,8,1,21.5,8,1,19.8,8,1,1,0,8,1,23.8,8,1,0,56.5
2022/3/19,東京,東京,8,1,晴後曇一時雨,8,1,10.1,8,1,4.4,8,1,1,0,8,1,18.6,8,1,0,22.0
2022/3/19,石狩,札幌,8,1,雪後曇,8,1,0.9,8,1,-1.6,8,1,0,72,8,1,4.0,8,1,0,2.0
2022/3/19,大阪,大阪,8,1,曇後時々雨,8,1,9.9,8,1,6.8,8,1,1,0,8,1,13.5,8,1,0,4.5
2022/3/19,熊本,南阿蘇,0,1,,8,1,7.2,8,1,3.2,8,1,,0,8,1,9.5,8,1,,8.5
2022/3/19,沖縄,那覇,8,1,曇一時晴,8,1,20.3,8,1,19.2,8,1,1,0,8,1,22.6,8,1,0,0.0
2022/3/20,東京,東京,8,1,晴後曇,8,1,9.9,8,1,4.1,8,1,1,0,8,1,15.5,8,1,0,0.0
2022/3/20,石狩,札幌,8,1,雪時々曇後一時あられ,8,1,0.7,8,1,-1.0,8,1,0,72,8,1,2.7,8,1,0,3.0
2022/3/20,大阪,大阪,8,1,晴時々曇,8,1,8.9,8,1,5.5,8,1,1,0,8,1,12.9,8,1,0,0.0
2022/3/20,熊本,南阿蘇,0,1,,8,1,7.6,8,1,2.0,8,1,,0,8,1,12.4,8,1,,4.0
2022/3/20,沖縄,那覇,8,1,晴時々曇,8,1,20.8,8,1,19.0,8,1,1,0,8,1,23.8,8,1,0,0.0
2022/3/21,東京,東京,8,1,曇後一時晴,8,1,9.6,8,1,6.2,8,1,1,0,8,1,14.1,8,1,0,0.0
2022/3/21,石狩,札幌,8,1,晴時々雪,8,1,0.7,8,1,-1.1,8,1,0,72,8,1,4.8,8,1,0,1.5
2022/3/21,大阪,大阪,8,1,薄曇時々晴,8,1,10.4,8,1,6.7,8,1,1,0,8,1,15.2,8,1,1,0
2022/3/21,熊本,南阿蘇,0,1,,8,1,7.6,8,1,5.4,8,1,,0,8,1,12.0,8,1,,10.0
2022/3/21,沖縄,那覇,8,1,曇一時晴,8,1,22.3,8,1,20.2,8,1,1,0,8,1,25.6,8,1,0,0.0
2022/3/22,東京,東京,8,1,雨一時みぞれ,8,1,3.7,8,1,1.2,8,1,1,0,8,1,9.9,8,1,0,18.0
2022/3/22,石狩,札幌,8,1,雪後雨、みぞれを伴う,8,1,1.8,8,1,-1.1,8,1,0,70,8,1,4.8,8,1,0,1.0
2022/3/22,大阪,大阪,8,1,雨後晴一時曇,8,1,7.2,8,1,5.7,8,1,1,0,8,1,10.2,8,1,0,16.5
2022/3/22,熊本,南阿蘇,0,1,,8,1,7.5,8,1,4.2,8,1,,0,8,1,11.8,8,1,,24.0
2022/3/22,沖縄,那覇,8,1,曇時々雨,8,1,21.5,8,1,18.5,8,1,1,0,8,1,24.1,8,1,0,4.5
2022/3/23,東京,東京,8,1,薄曇,8,1,5.2,8,1,0.5,8,1,1,0,8,1,10.5,8,1,0,1.0
